,b,m,w,x,exp_data,exp_error,chi_sq,normalized solutions
90,1,2105.576395,0.0005706523887493788,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",858.881,"[0.004576117707303177, 0.01569264286492768, 0.032318314390058285, 0.059897565786860854, 0.11457298619328571, 0.2748350033160454, 0.5300246982980421, 1.0]"
91,1,2105.576395,0.0005935441530588244,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",803.3889,"[0.004418949797488863, 0.015583770783874828, 0.032279699572725, 0.05997028578989433, 0.11484720326230222, 0.2755528513181208, 0.5309977437112645, 1.0]"
92,1,2105.576395,0.42763366457764534,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",2490.5482,"[0.0004817467443893964, 0.4670550270352184, 0.6869940008979729, 0.8161709108853648, 0.9019939530062553, 0.964075434758204, 0.9874453278674782, 1.0]"
93,1,2105.576395,0.0031394300097450758,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",141.6955,"[0.0012301191562161947, 0.017583100704577734, 0.04172033259113382, 0.08093621633502494, 0.1557797511796786, 0.3552345320999252, 0.6225951231632508, 1.0]"
94,1,2105.576395,0.3654156705979358,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",2100.8657,"[0.00048280876346394293, 0.42920315173794243, 0.6534555833063246, 0.7924858159114648, 0.8879756161814222, 0.958599325261627, 0.9854973493330953, 1.0]"
95,1,2105.576395,0.07594645205538976,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",149.5843,"[0.0005091513511418537, 0.14293553282553112, 0.2964281127749807, 0.46257506560870476, 0.6435002605416446, 0.8425202188012122, 0.9407349059085891, 1.0]"
96,1,2105.576395,0.04026889522090512,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",19.0324,"[0.000537597947962271, 0.08570510077660243, 0.19145196818327556, 0.32634011424582415, 0.504569421185007, 0.75195794495561, 0.9002522382021126, 1.0]"
97,1,2105.576395,0.005923234922187688,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",96.857,"[0.0008786849563657935, 0.02279215204751808, 0.05468465767153897, 0.10538320942637443, 0.19848203765802677, 0.42546827624614597, 0.6891920786404145, 1.0]"
98,1,2105.576395,0.13386217401972417,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",496.1664,"[0.0004949772391349627, 0.22167745114243242, 0.41809251695914035, 0.5942165572044182, 0.7537768202994394, 0.9003139255603892, 0.9639031249829764, 1.0]"
99,1,2105.576395,10.25927328503069,"[0, 2, 5, 10, 20, 50, 100, 200]","[0.0007314932214961, 0.0474982931824832, 0.181459085145811, 0.304593777430996, 0.458695016092851, 0.703160050716863, 0.853116161123574, 1.0]","[0.0001462986442992, 0.0097532429532819, 0.0243831073832049, 0.0487662147664098, 0.0487662147664098, 0.0731493221496147, 0.0975324295328197, 0.146298644299229]",9953.3814,"[0.0004752358216949554, 0.9491819055385092, 0.9781343707466685, 0.9886382106063615, 0.994243906884675, 0.9978924855347989, 0.9992447237736616, 1.0]"
